Speaker	Transcript	# Words	# Nodes	# Tokens	# Propositions	Tree depth	S-Expression
TRUMP 	"The secretary said very strongly about working with — we've been working with them for many years, and we have the greatest mess anyone's ever seen."	26	59	30	17	9	"(ROOT (S (S (NP (DT The) (NN secretary)) (VP (VBD said) (ADVP (RB very) (RB strongly)) (PP (IN about) (S (VP (VBG working) (PP (IN with))))))) (: --) (S (S (NP (PRP we)) (VP (VBP 've) (VP (VBN been) (VP (VBG working) (PP (IN with) (NP (PRP them))) (PP (IN for) (NP (JJ many) (NNS years))))))) (, ,) (CC and) (S (NP (PRP we)) (VP (VBP have) (NP (NP (DT the) (JJS greatest) (NN mess) (NN anyone)) (SBAR (S (VP (VBZ 's) (ADVP (RB ever)) (VP (VBN seen))))))))) (. .)))"
TRUMP 	"You look at the Middle East, it's a total mess."	10	22	13	4	5	"(ROOT (S (S (NP (PRP You)) (VP (VBP look) (PP (IN at) (NP (DT the) (NNP Middle) (NNP East))))) (, ,) (NP (PRP it)) (VP (VBZ 's) (NP (DT a) (JJ total) (NN mess))) (. .)))"
TRUMP 	"Under your direction, to a large extent."	7	15	9	4	5	"(ROOT (FRAG (PP (IN Under) (NP (NP (PRP$ your) (NN direction)) (, ,) (PP (TO to) (NP (DT a) (JJ large) (NN extent))))) (. .)))"
TRUMP 	"But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly."	32	78	38	14	19	"(ROOT (S (S (CC But) (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (DT the) (NNP Middle) (NNP East))))) (, ,) (S (NP (PRP you)) (VP (VBD started) (NP (NP (DT the) (NNP Iran) (NN deal)) (, ,) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (NP (NP (DT another) (NN beauty)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP have) (NP (NP (DT a) (NN country)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADJP (JJ ready) (S (VP (TO to) (VP (VB fall))))))))))))))))))) (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,) (S (NP (PRP they)) (VP (VBD were) (VP (VBG doing) (ADVP (RB so) (RB badly))))) (. .)))"
TRUMP 	They were choking on the sanctions.	6	13	7	3	5	(ROOT (S (NP (PRP They)) (VP (VBD were) (VP (VBG choking) (PP (IN on) (NP (DT the) (NNS sanctions))))) (. .)))
TRUMP 	"And now they're going to be actually probably a major power at some point pretty soon, the way they're going."	20	48	24	13	12	"(ROOT (S (CC And) (ADVP (RB now)) (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADVP (RB actually)) (NP (ADVP (RB probably)) (NP (NP (DT a) (JJ major) (NN power)) (PP (IN at) (NP (NP (DT some) (NN point)) (ADVP (RB pretty) (RB soon))))) (, ,) (NP (NP (DT the) (NN way)) (SBAR (S (NP (PRP they)) (VP (VBP 're) (VP (VBG going)))))))))))) (. .)))"
TRUMP 	"But when you look at NATO, I was asked on a major show, what do you think of NATO?"	19	45	21	9	13	"(ROOT (S (CC But) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (NNP NATO)))))) (, ,) (NP (PRP I)) (VP (VBD was) (VP (VBN asked) (PP (IN on) (NP (NP (DT a) (JJ major) (NN show)) (, ,) (SBAR (WHNP (WP what)) (S (VP (VBP do) (SBAR (S (NP (PRP you)) (VP (VBP think) (PP (IN of) (NP (NNP NATO)))))))))))))))"
TRUMP 	"And you have to understand, I'm a businessperson."	8	21	11	4	6	"(ROOT (S (S (CC And) (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB understand)))))) (, ,) (NP (PRP I)) (VP (VBP 'm) (NP (DT a) (NN businessperson))) (. .)))"
TRUMP 	I did really well.	4	10	5	3	3	(ROOT (S (NP (PRP I)) (VP (VBD did) (ADVP (RB really)) (ADVP (RB well))) (. .)))
TRUMP 	But I have common sense.	5	10	6	2	3	(ROOT (S (CC But) (NP (PRP I)) (VP (VBP have) (NP (JJ common) (NN sense))) (. .)))
TRUMP 	"And I said, well, I'll tell you."	7	21	11	3	7	"(ROOT (S (CC And) (NP (PRP I)) (VP (VBD said) (, ,) (ADVP (RB well)) (, ,) (SBAR (S (NP (PRP I)) (VP (MD 'll) (VP (VB tell) (NP (PRP you))))))) (. .)))"
TRUMP 	I haven't given lots of thought to NATO.	8	20	10	6	6	(ROOT (S (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN given) (NP (NP (NNS lots)) (PP (IN of) (NP (NN thought)))) (PP (TO to) (NP (NNP NATO))))) (. .)))
TRUMP 	But two things.	3	9	4	0	4	(ROOT (NP (NP (NP (ADVP (CC But)) (CD two)) (NP (NNS things))) (. .)))
TRUMP 	"Number one, the 28 countries of NATO, many of them aren't paying their fair share."	15	32	19	7	5	"(ROOT (S (NP (NP (NNP Number) (CD one)) (, ,) (NP (NP (DT the) (CD 28) (NNS countries)) (PP (IN of) (NP (NNP NATO)))) (, ,)) (ADVP (JJ many) (PP (IN of) (NP (PRP them)))) (VP (VBP are) (RB n't) (VP (VBG paying) (NP (PRP$ their) (JJ fair) (NN share)))) (. .)))"
TRUMP 	"Number two — and that bothers me, because we should be asking — we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract."	34	76	39	14	15	"(ROOT (S (S (NP (NNP Number) (CD two)) (PRN (: --) (CC and) (S (NP (DT that)) (VP (VBZ bothers) (NP (PRP me)) (, ,) (SBAR (IN because) (S (NP (PRP we)) (VP (MD should) (VP (VB be) (VP (VBG asking)))))))) (: --)) (NP (PRP we)) (VP (VBP 're) (VP (VBG defending) (NP (PRP them))))) (, ,) (CC and) (S (NP (PRP they)) (VP (MD should) (ADVP (IN at) (JJS least)) (VP (VB be) (VP (VBG paying) (NP (PRP us)) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (VP (VBG paying) (PP (IN by) (NP (NN treaty) (CC and) (NN contract))))))))))))))) (. .)))"
TRUMP 	"And, number two, I said, and very strongly, NATO could be obsolete, because — and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest — but I said, they do not focus on terror."	54	116	64	26	18	"(ROOT (S (CC And) (SBAR (PRN (, ,) (NP (NN number)) (NP (CD two)) (, ,)) (S (NP (PRP I)) (VP (VBD said)))) (, ,) (CC and) (ADVP (RB very) (RB strongly)) (, ,) (NP (NNP NATO)) (VP (MD could) (VP (VB be) (ADJP (JJ obsolete)) (, ,) (SBAR (IN because) (PRN (: --) (CC and) (S (S (NP (PRP I)) (VP (VBD was) (ADJP (RB very) (JJ strong)) (PP (IN on) (NP (DT this))))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBD was) (ADVP (RB actually)) (VP (VBN covered) (ADVP (RB very) (RB accurately)) (PP (IN in) (NP (NP (DT the) (NNP New) (NNP York) (NNP Times)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADJP (JJ unusual)) (PP (IN for) (NP (DT the) (NNP New) (NNP York) (NNP Times))) (, ,) (S (VP (TO to) (VP (VB be) (ADJP (JJ honest)))))))))))))) (: --)) (S (S (CC but) (NP (PRP I)) (VP (VBD said))) (, ,) (S (NP (PRP they)) (VP (VBP do) (RB not) (VP (VB focus) (PP (IN on) (NP (NN terror)))))))))) (. .)))"
TRUMP 	And I was very strong.	5	10	6	3	3	(ROOT (S (CC And) (NP (PRP I)) (VP (VBD was) (ADJP (RB very) (JJ strong))) (. .)))
TRUMP 	And I said it numerous times.	6	12	7	2	3	(ROOT (S (CC And) (NP (PRP I)) (VP (VBD said) (NP (PRP it)) (NP (JJ numerous) (NNS times))) (. .)))
TRUMP 	"And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division."	25	44	27	9	7	"(ROOT (S (CC And) (ADVP (NP (RB about) (CD four) (NNS months)) (RB ago)) (, ,) (NP (PRP I)) (VP (VBD read) (PP (IN on) (NP (NP (DT the) (JJ front) (NN page)) (PP (IN of) (NP (DT the) (NNP Wall) (NNP Street) (NNP Journal))))) (SBAR (IN that) (S (NP (NNP NATO)) (VP (VBZ is) (VP (VBG opening) (PRT (RP up)) (NP (DT a) (JJ major) (NN terror) (NN division))))))) (. .)))"
TRUMP 	And I think that's great.	5	14	7	3	6	(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (VP (VBZ 's) (ADJP (JJ great)))))) (. .)))
TRUMP 	And I think we should get — because we pay approximately 73 percent of the cost of NATO.	18	40	19	6	14	(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (MD should) (VP (VP (VB get)) (: --) (SBAR (IN because) (S (NP (PRP we)) (VP (VBP pay) (NP (NP (QP (RB approximately) (CD 73)) (NN percent)) (PP (IN of) (NP (NP (DT the) (NN cost)) (PP (IN of) (NP (NNP NATO)))))))))))))) (. .)))
TRUMP 	It's a lot of money to protect other people.	9	22	11	5	7	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN money))) (S (VP (TO to) (VP (VB protect) (NP (JJ other) (NNS people))))))) (. .)))
TRUMP 	But I'm all for NATO.	5	14	7	2	5	(ROOT (S (CC But) (NP (PRP I)) (VP (VBP 'm) (NP (NP (DT all)) (PP (IN for) (NP (NNP NATO))))) (. .)))
TRUMP 	"But I said they have to focus on terror, also."	10	25	12	6	10	"(ROOT (S (CC But) (NP (PRP I)) (VP (VBD said) (SBAR (S (NP (PRP they)) (VP (VBP have) (S (VP (TO to) (VP (VB focus) (PP (IN on) (NP (NN terror))) (, ,) (ADVP (RB also))))))))) (. .)))"
TRUMP 	And they're going to do that.	6	16	8	4	7	(ROOT (S (CC And) (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB do) (NP (DT that))))))) (. .)))
TRUMP 	And that was — believe me — I'm sure I'm not going to get credit for it — but that was largely because of what I was saying and my criticism of NATO.	33	76	36	17	13	(ROOT (S (CC And) (SBAR (WHNP (WDT that)) (S (VP (VBD was)))) (PRN (: --) (S (VP (VB believe) (NP (PRP me)))) (: --)) (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sure) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB get) (NP (NN credit)) (PP (IN for) (NP (PRP it))))))))))))) (: --) (CC but) (S (NP (DT that)) (VP (VBD was) (ADVP (RB largely)) (PP (RB because) (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBD was) (VP (VBG saying) (NP (CC and) (NP (NP (PRP$ my) (NN criticism)) (PP (IN of) (NP (NNP NATO)))))))))))) (. .)))
TRUMP 	"I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton."	50	111	55	24	16	"(ROOT (S (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB get) (S (NP (NNP NATO)) (VP (TO to) (VP (VB go) (PP (IN into) (NP (DT the) (NNP Middle) (NNP East))) (PP (IN with) (NP (PRP us))) (, ,) (PP (IN in) (NP (NP (NN addition)) (PP (TO to) (NP (VBG surrounding) (NNS nations)))))))))))))))) (, ,) (CC and) (S (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB knock) (NP (DT the) (NN hell)) (PRT (RP out)) (PP (IN of) (NP (NNP ISIS)))))))) (, ,) (CC and) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP (RB fast)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (NNS ISIS)) (VP (VBD formed) (PP (IN in) (NP (NP (DT this) (NN vacuum)) (VP (VBN created) (PP (IN by) (NP (NP (NNP Barack) (NNP Obama)) (CC and) (NP (NNP Secretary) (NNP Clinton)))))))))))))))) (. .)))"
TRUMP 	"And believe me, you were the ones that took out the troops."	12	28	14	3	7	"(ROOT (S (S (CC And) (VP (VB believe) (NP (PRP me)))) (, ,) (NP (PRP you)) (VP (VBD were) (NP (NP (DT the) (NNS ones)) (SBAR (WHNP (WDT that)) (S (VP (VBD took) (PRT (RP out)) (NP (DT the) (NNS troops))))))) (. .)))"
TRUMP 	"Not only that, you named the day."	7	15	9	4	3	"(ROOT (S (ADVP (NP (RB Not) (RB only)) (RB that)) (, ,) (NP (PRP you)) (VP (VBD named) (NP (DT the) (NN day))) (. .)))"
TRUMP 	They couldn't believe it.	4	11	6	2	4	(ROOT (S (NP (PRP They)) (VP (MD could) (RB n't) (VP (VB believe) (NP (PRP it)))) (. .)))
TRUMP 	"They sat back probably and said, I can't believe it."	10	25	13	5	5	"(ROOT (S (S (NP (PRP They)) (VP (VP (VBD sat) (PRT (RP back)) (ADVP (RB probably))) (CC and) (VP (VBD said)))) (, ,) (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB believe) (NP (PRP it)))) (. .)))"
TRUMP 	They said.	2	6	3	1	2	(ROOT (S (NP (PRP They)) (VP (VBD said)) (. .)))
CLINTON 	"Lester, we've covered."	3	11	6	3	3	"(ROOT (S (ADVP (RB Lester)) (, ,) (NP (PRP we)) (VP (VBP 've) (VP (VBN covered))) (. .)))"
TRUMP 	"No, wait a minute."	4	10	6	1	3	"(ROOT (S (INTJ (UH No)) (, ,) (VP (VB wait) (NP (DT a) (NN minute))) (. .)))"
CLINTON 	We've covered this ground.	4	11	6	2	4	(ROOT (S (NP (PRP We)) (VP (VBP 've) (VP (VBN covered) (NP (DT this) (NN ground)))) (. .)))
TRUMP 	"When they formed, when they formed, this is something that never should have happened."	14	39	17	6	8	"(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP they)) (VP (VBD formed)))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD formed)))) (, ,) (NP (DT this)) (VP (VBZ is) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (ADVP (RB never)) (VP (MD should) (VP (VB have) (VP (VBN happened)))))))) (. .)))"
TRUMP 	It should have never happened.	5	12	6	3	5	(ROOT (S (NP (PRP It)) (VP (MD should) (VP (VB have) (VP (ADVP (RB never)) (VBN happened)))) (. .)))
TRUMP 	"Now, you're talking about taking out ISIS."	7	20	10	5	7	"(ROOT (S (ADVP (RB Now)) (, ,) (NP (PRP you)) (VP (VBP 're) (VP (VBG talking) (PP (IN about) (S (VP (VBG taking) (PRT (RP out)) (NP (NNS ISIS))))))) (. .)))"
TRUMP 	"But you were there, and you were secretary of state when it was a little infant."	16	36	18	6	8	"(ROOT (S (CC But) (S (NP (PRP you)) (VP (VBD were) (ADVP (RB there)))) (, ,) (CC and) (S (NP (PRP you)) (VP (VBD were) (NP (NP (NN secretary)) (PP (IN of) (NP (NN state))) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD was) (NP (DT a) (JJ little) (NN infant)))))))) (. .)))"
TRUMP 	Now it's in over 30 countries.	6	14	8	3	4	(ROOT (S (ADVP (RB Now)) (NP (PRP it)) (VP (VBZ 's) (PP (IN in) (NP (IN over) (CD 30) (NNS countries)))) (. .)))
TRUMP 	And you're going to stop them?	6	15	7	4	7	(ROOT (S (CC And) (NP (PRP you)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB stop) (NP (PRP them)))))))))
TRUMP 	I don't think so.	4	11	6	4	4	(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (ADVP (RB so)))) (. .)))
HOLT 	"Mr. Trump, a lot of these are judgment questions."	9	20	11	2	5	"(ROOT (S (NP (NP (NNP Mr.) (NNP Trump)) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT these))))) (VP (VBP are) (NP (NN judgment) (NNS questions))) (. .)))"
HOLT 	You had supported the war in Iraq before the invasion.	10	21	11	4	6	(ROOT (S (NP (PRP You)) (VP (VBD had) (VP (VBN supported) (NP (NP (DT the) (NN war)) (PP (IN in) (NP (NNP Iraq)))) (PP (IN before) (NP (DT the) (NN invasion))))) (. .)))
HOLT 	What makes your.	3	9	4	1	4	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBZ makes) (NP (PRP$ your)))) (. .)))
TRUMP 	I did not support the war in Iraq.	8	17	9	4	6	(ROOT (S (NP (PRP I)) (VP (VBD did) (RB not) (VP (VB support) (NP (NP (DT the) (NN war)) (PP (IN in) (NP (NNP Iraq)))))) (. .)))
HOLT 	In 2002.	2	6	3	1	3	(ROOT (FRAG (PP (IN In) (NP (CD 2002))) (. .)))
TRUMP 	"That is a mainstream media nonsense put out by her, because she — frankly, I think the best person in her campaign is mainstream media."	25	52	28	9	8	"(ROOT (S (S (NP (DT That)) (VP (VBZ is) (NP (NP (DT a) (NN mainstream) (NNS media) (NN nonsense)) (VP (VBN put) (PRT (RP out)) (PP (IN by) (NP (PRP her))) (, ,) (PP (IN because) (NP (PRP she))))))) (: --) (S (ADVP (RB frankly)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NP (DT the) (JJS best) (NN person)) (PP (IN in) (NP (PRP$ her) (NN campaign)))) (VP (VBZ is) (NP (NN mainstream) (NNS media))))))) (. .)))"
HOLT 	"My question is, since you supported it."	7	17	9	2	6	"(ROOT (S (NP (PRP$ My) (NN question)) (VP (VBZ is) (, ,) (SBAR (IN since) (S (NP (PRP you)) (VP (VBD supported) (NP (PRP it)))))) (. .)))"
TRUMP 	Just — would you like to hear.	7	16	8	4	6	(ROOT (FRAG (NP (RB Just)) (: --) (S (MD would) (NP (PRP you)) (VP (VB like) (S (VP (TO to) (VP (VB hear)))))) (. .)))
HOLT 	why is your — why is your judgment.	8	18	9	2	4	(ROOT (SBARQ (SBARQ (WHADVP (WRB why)) (SQ (VBZ is) (NP (PRP$ your)))) (: --) (SBARQ (WHADVP (WRB why)) (SQ (VBZ is) (NP (PRP$ your) (NN judgment)))) (. .)))
TRUMP 	Wait a minute.	3	7	4	1	3	(ROOT (S (VP (VB Wait) (NP (DT a) (NN minute))) (. .)))
TRUMP 	I was against the war in Iraq.	7	16	8	3	6	(ROOT (S (NP (PRP I)) (VP (VBD was) (PP (IN against) (NP (NP (DT the) (NN war)) (PP (IN in) (NP (NNP Iraq)))))) (. .)))
TRUMP 	Just so you put it out.	6	13	7	3	3	(ROOT (S (ADVP (RB Just) (RB so)) (NP (PRP you)) (VP (VBD put) (NP (PRP it)) (PRT (RP out))) (. .)))
HOLT 	"The record shows otherwise, but why — why was."	9	21	11	4	5	"(ROOT (S (NP (DT The) (NN record)) (VP (VP (VBZ shows) (ADVP (RB otherwise))) (, ,) (CC but) (VP (VBZ why)) (: --) (SBAR (WHADVP (WRB why)) (S (VP (VBD was))))) (. .)))"
TRUMP 	The record does not show that.	6	12	7	3	4	(ROOT (S (NP (DT The) (NN record)) (VP (VBZ does) (RB not) (VP (VB show) (NP (DT that)))) (. .)))
HOLT 	Why was — is your judgment any.	7	15	8	2	3	(ROOT (S (S (NP (NNP Why)) (VP (VBD was))) (: --) (SQ (VBZ is) (NP (PRP$ your) (NN judgment)) (ADJP (DT any))) (. .)))
TRUMP 	The record shows that I'm right.	6	16	8	3	6	(ROOT (S (NP (DT The) (NN record)) (VP (VBZ shows) (SBAR (IN that) (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ right)))))) (. .)))
TRUMP 	"When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows?"	26	65	35	15	11	"(ROOT (SBARQ (S (SBAR (WHADVP (WRB When)) (S (NP (PRP I)) (VP (VBD did) (NP (DT an) (NN interview)) (PP (IN with) (NP (NNP Howard) (NNP Stern))) (, ,) (ADJP (RB very) (JJ lightly))))) (, ,) (NP (JJ first) (NN time) (NN anyone)) (VP (VBZ 's) (VP (VBN asked) (NP (PRP me)) (SBAR (IN that) (, ,) (S (NP (PRP I)) (VP (VP (VBD said)) (PRN (, ,) (S (ADVP (RB very) (VBG lightly)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know)))) (, ,)) (ADVP (RB maybe)))))))) (, ,) (WHNP (WP who)) (SQ (VP (VBZ knows)))))"
TRUMP 	Essentially.	1	4	2	1	2	(ROOT (FRAG (ADVP (RB Essentially)) (. .)))
TRUMP 	I then did an interview with Neil Cavuto.	8	16	9	3	4	(ROOT (S (NP (PRP I)) (ADVP (RB then)) (VP (VBD did) (NP (DT an) (NN interview)) (PP (IN with) (NP (NNP Neil) (NNP Cavuto)))) (. .)))
TRUMP 	We talked about the economy is more important.	8	17	9	5	6	(ROOT (S (NP (PRP We)) (VP (VBD talked) (SBAR (S (NP (RB about) (DT the) (NN economy)) (VP (VBZ is) (ADJP (RBR more) (JJ important)))))) (. .)))
TRUMP 	"I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity."	13	31	15	7	11	"(ROOT (S (NP (PRP I)) (ADVP (RB then)) (VP (VBD spoke) (PP (TO to) (NP (NP (NNP Sean) (NNP Hannity)) (, ,) (SBAR (WHNP (WDT which)) (S (NP (NN everybody)) (VP (VBZ refuses) (S (VP (TO to) (VP (VB call) (NP (NNP Sean) (NNP Hannity))))))))))) (. .)))"
TRUMP 	I had numerous conversations with Sean Hannity at Fox.	9	19	10	4	5	(ROOT (S (NP (PRP I)) (VP (VBD had) (NP (NP (JJ numerous) (NNS conversations)) (PP (IN with) (NP (NNP Sean) (NNP Hannity)))) (PP (IN at) (NP (NNP Fox)))) (. .)))
TRUMP 	"And Sean Hannity said — and he called me the other day — and I spoke to him about it — he said you were totally against the war, because he was for the war."	35	71	37	13	12	"(ROOT (S (CC And) (S (NP (NNP Sean) (NNP Hannity)) (VP (VBD said))) (PRN (: --) (CC and) (S (NP (PRP he)) (VP (VBD called) (NP (PRP me)) (NP (DT the) (JJ other) (NN day)))) (: --)) (CC and) (S (S (NP (PRP I)) (VP (VBD spoke) (PP (TO to) (NP (PRP him))) (PP (IN about) (NP (PRP it))))) (: --) (S (NP (PRP he)) (VP (VBD said) (SBAR (S (NP (PRP you)) (VP (VBD were) (ADVP (RB totally)) (PP (IN against) (NP (DT the) (NN war))) (, ,) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (PP (IN for) (NP (DT the) (NN war)))))))))))) (. .)))"
HOLT 	Why is your judgment better than.	6	13	7	3	4	(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBZ is) (NP (PRP$ your) (NN judgment)) (ADJP (JJR better) (PP (IN than)))) (. .)))
TRUMP 	And when he — excuse me.	6	14	7	1	5	(ROOT (FRAG (CC And) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (: --) (VP (VBZ excuse) (NP (PRP me))))) (. .)))
TRUMP 	And that was before the war started.	7	15	8	2	5	(ROOT (S (CC And) (NP (DT that)) (VP (VBD was) (SBAR (IN before) (S (NP (DT the) (NN war)) (VP (VBD started))))) (. .)))
TRUMP 	"Sean Hannity said very strongly to me and other people — he's willing to say it, but nobody wants to call him."	22	50	25	13	9	"(ROOT (S (S (NP (NNP Sean) (NNP Hannity)) (VP (VBD said) (ADVP (RB very) (RB strongly)) (PP (TO to) (NP (NP (PRP me)) (CC and) (NP (JJ other) (NNS people)))))) (: --) (S (S (NP (PRP he)) (VP (VBZ 's) (ADJP (JJ willing) (S (VP (TO to) (VP (VB say) (NP (PRP it)))))))) (, ,) (CC but) (S (NP (NN nobody)) (VP (VBZ wants) (S (VP (TO to) (VP (VB call) (NP (PRP him)))))))) (. .)))"
TRUMP 	I was against the war.	5	11	6	2	4	(ROOT (S (NP (PRP I)) (VP (VBD was) (PP (IN against) (NP (DT the) (NN war)))) (. .)))
TRUMP 	"He said, you used to have fights with me, because Sean was in favor of the war."	17	41	20	8	12	"(ROOT (S (S (NP (PRP He)) (VP (VBD said))) (, ,) (NP (PRP you)) (VP (VBD used) (S (VP (TO to) (VP (VB have) (NP (NNS fights)) (PP (IN with) (NP (PRP me))) (, ,) (SBAR (IN because) (S (NP (NNP Sean)) (VP (VBD was) (PP (IN in) (NP (NP (NN favor)) (PP (IN of) (NP (DT the) (NN war)))))))))))) (. .)))"
TRUMP 	"And I understand that side, also, not very much, because we should have never been there."	16	35	20	9	8	"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP understand) (NP (DT that) (NN side)) (, ,) (ADVP (ADVP (RB also)) (, ,) (RB not) (ADVP (RB very) (RB much))) (, ,) (SBAR (IN because) (S (NP (PRP we)) (VP (MD should) (VP (VB have) (ADVP (RB never)) (VP (VBN been) (ADVP (RB there)))))))) (. .)))"
